Q0	'Ndrangheta
Q3584	Civic Group (Armenia)
Q3585	Civic Group (Australia)
Q3586	Civic Group (Azerbaijan)
Q3587	Civic Group (Bahrain)
Q3588	Civic Group (Bangladesh)
Q3589	Civic Group (Belarus)
Q3590	Civic Group (Brazil)
Q3591	Civic Group (Burkina Faso)
Q3592	Civic Group (Cambodia)
Q3593	Civic Group (Chad)
Q3594	Civic Group (Chile)
Q3595	Civic Group (China)
Q3596	Civic Group (Colombia)
Q3597	Civic Group (Congo)
Q3598	Civic Group (Costa Rica)
Q3599	Civic Group (Cote d'Ivoire)
Q3600	Civic Group (Democratic Republic of Congo)
Q3601	Civic Group (Egypt)
Q3602	Civic Group (El Salvador)
Q3603	Civic Group (Estonia)
Q3604	Civic Group (Fiji)
Q3605	Civic Group (Gambia)
Q3606	Civic Group (Guatemala)
Q3607	Civic Group (Guinea)
Q3608	Civic Group (Haiti)
Q3609	Civic Group (Honduras)
Q3610	Civic Group (Hong Kong)
Q3611	Civic Group (Hungary)
Q3612	Civic Group (India)
Q3613	Civic Group (Iraq)
Q3614	Civic Group (Italy)
Q3615	Civic Group (Jordan)
Q3616	Civic Group (Kosovo)
Q3617	Civic Group (Kyrgyzstan)
Q3618	Civic Group (Lebanon)
Q3619	Civic Group (Liberia)
Q3620	Civic Group (Malawi)
Q3621	Civic Group (Malaysia)
Q3622	Civic Group (Mali)
Q3623	Civic Group (Morocco)
Q3624	Civic Group (Myanmar)
Q3625	Civic Group (Nepal)
Q3626	Civic Group (Nicaragua)
Q3627	Civic Group (Niger)
Q3628	Civic Group (Nigeria)
Q3629	Civic Group (North Korea)
Q3630	Civic Group (Palestinian Territory, Occupied)
Q3631	Civic Group (Panama)
Q3632	Civic Group (Philippines)
Q3633	Civic Group (Poland)
Q3634	Civic Group (Russia)
Q3635	Civic Group (Rwanda)
Q3636	Civic Group (Senegal)
Q3637	Civic Group (South Africa)
Q3638	Civic Group (South Korea)
Q3639	Civic Group (South Sudan)
Q3640	Civic Group (Spain)
Q3641	Civic Group (Swaziland)
Q3642	Civic Group (Thailand)
Q3643	Civic Group (Togo)
Q3644	Civic Group (Tunisia)
Q3645	Civic Group (Uganda)
Q3646	Civic Group (United States)
Q3647	Civic Group (Yemen)
Q3648	Civic Party (Belarus)
Q3649	Civic Party (Hong Kong)
Q3650	Civic Platform
Q3651	Civil Authority (India)
Q3652	Civil Aviation Affairs
Q3653	Civil Aviation Authority
Q3654	Civil Aviation Authority of the Philippines
Q3655	Civil Aviation Department (Egypt)
Q3656	Civil Aviation Department (India)
Q3657	Civil Aviation Department (Mexico)
Q3658	Civil Aviation Department (Russia)
Q3659	Civil Disobedience Movement
Q3660	Civil Guard
Q3661	Civil Liberties Committee
Q3662	Civil Liberties Organisation
Q3663	Civil Lines
Q3664	Civil Servant (Algeria)
Q3665	Civil Servant (Brazil)
Q3666	Civil Servant (Cambodia)
Q3667	Civil Servant (Canada)
Q3668	Civil Servant (Chile)
Q3669	Civil Servant (China)
Q3670	Civil Servant (Congo)
Q3671	Civil Servant (Cote d'Ivoire)
Q3672	Civil Servant (Hong Kong)
Q3673	Civil Servant (India)
Q3674	Civil Servant (International)
Q3675	Civil Servant (Iraq)
Q3676	Civil Servant (Kazakhstan)
Q3677	Civil Servant (Kenya)
Q3678	Civil Servant (Lebanon)
Q3679	Civil Servant (Malawi)
Q3680	Civil Servant (Malaysia)
Q3681	Civil Servant (Myanmar)
Q3682	Civil Servant (Nigeria)
Q3683	Civil Servant (Somalia)
Q3684	Civil Servant (South Africa)
Q3685	Civil Servant (South Korea)
Q3686	Civil Servant (Taiwan)
Q3687	Civil Servant (Tanzania)
Q3688	Civil Servant (Thailand)
Q3689	Civil Servant (Togo)
Q3690	Civil Servant (Ukraine)
Q3691	Civil Servant (United Kingdom)
Q3692	Civil Servant (United States)
Q3693	Civil Servant (Zambia)
Q3694	Civil Service (Bahrain)
Q3695	Civil Service (Bangladesh)
Q3696	Civil Service (Belarus)
Q3697	Civil Service (Chad)
Q3698	Civil Service (China)
Q3699	Civil Service (Cote d'Ivoire)
Q3700	Civil Service (Hong Kong)
Q3701	Civil Service (India)
Q3702	Civil Service (Japan)
Q3703	Civil Service (Jordan)
Q3704	Civil Service (Kazakhstan)
Q3705	Civil Service (Liberia)
Q3706	Civil Service (Lithuania)
Q3707	Civil Service (Malaysia)
Q3708	Civil Service (Nigeria)
Q3709	Civil Service (Philippines)
Q3710	Clarence Olafemi
Q3711	Classist and Combative
Q3712	Claude Joseph
Q3713	Claudia Blum
Q3714	Claudia Sheinbaum Pardo
Q3715	Claudio Bonadio
Q3716	Claudio Orrego
Q3717	Clergy (Australia)
Q3718	Clergy (Cameroon)
Q3719	Clergy (Georgia)
Q3720	Clergy (Ghana)
Q3721	Clergy (Greece)
Q3722	Clergy (Haiti)
Q3723	Clergy (Kenya)
Q3724	Clergy (Macedonia)
Q3725	Clergy (Namibia)
Q3726	Clergy (Nicaragua)
Q3727	Clergy (Nigeria)
Q3728	Clergy (Russia)
Q3729	Clergy (Tajikistan)
Q3730	Cleric (Afghanistan)
Q3731	Cleric (Bahrain)
Q3732	Cleric (India)
Q3733	Cleric (Indonesia)
Q3734	Cleric (Iran)
Q3735	Cleric (Iraq)
Q3736	Cleric (Israel)
Q3737	Cleric (Lebanon)
Q3738	Cleric (Madagascar)
Q3739	Cleric (Nigeria)
Q3740	Cleric (Pakistan)
Q3741	Cleric (Russia)
Q3742	Cleric (Syria)
Q3743	Cleric (Tajikistan)
Q3744	Cleric (Tanzania)
Q3745	Cleric (Turkey)
Q3746	Clive Palmer
Q3747	Clover Moore
Q3748	Clément Miérassa
Q3749	Clément Mouamba
Q3750	Clément Pengwendé Sawadogo
Q3751	Cnooc Limited
Q3752	Coalition for Change and Hope
Q3753	Coalition for Democratic Unity
Q3754	Coalition of Center Parties
Q3755	Coalition of Congolese Democrats
Q3756	Coalition of Opposition Parties (Chad)
Q3757	Coalition of the Radical Left
Q3758	Coca-cola
Q3759	Codelco
Q3760	Colin Barnett
Q3761	Colin Powell
Q3762	Collective Security Treaty Organization
Q3763	Collins Ohm Chabane
Q3764	Colombia
Q3765	Colombian Conservative Party
Q3766	Colombian National Army
Q3767	Colorado Party (Germany)
Q3768	Combatant (Afghanistan)
Q3769	Combatant (Al Qaeda in the Arabian Peninsula)
Q3770	Combatant (Al Qaeda)
Q3771	Combatant (Al-Shabaab)
Q3772	Combatant (Allied Democratic Forces)
Q3773	Combatant (Angola)
Q3774	Combatant (Argentina)
Q3775	Combatant (Armenia)
Q3776	Combatant (Bangsamoro Islamic Freedom Fighters)
Q3777	Combatant (Belarus)
Q3778	Combatant (Benin)
Q3779	Combatant (Boko Haram)
Q3780	Combatant (Brazil)
Q3781	Combatant (Burkina Faso)
Q3782	Combatant (Cameroon)
Q3783	Combatant (Central African Republic)
Q3784	Combatant (Chad)
Q3785	Combatant (Chechen)
Q3786	Combatant (China)
Q3787	Combatant (Colombia)
Q3788	Combatant (Congo)
Q3789	Combatant (Democratic Republic of Congo)
Q3790	Combatant (Egypt)
Q3791	Combatant (Eritrea)
Q3792	Combatant (Ethiopia)
Q3793	Combatant (Falkland Islands (Malvinas))
Q3794	Combatant (Fatah)
Q3795	Combatant (France)
Q3796	Combatant (French Air Force)
Q3797	Combatant (Germany)
Q3798	Combatant (Hamas)
Q3799	Combatant (Hezbollah)
Q3800	Combatant (Hong Kong)
Q3801	Combatant (Houthis)
Q3802	Combatant (India)
Q3803	Combatant (Indian Administered Kashmir)
Q3804	Combatant (Indonesia)
Q3805	Combatant (International)
Q3806	Combatant (Iran)
Q3807	Combatant (Iraq)
Q3808	Combatant (Iraqi Kurdistan)
Q3809	Combatant (Iraqi Kurds)
Q3810	Combatant (Islamic Jihad)
Q3811	Combatant (Islamic State of Iraq and the Levant)
Q3812	Combatant (Israel)
Q3813	Combatant (Israeli Defense Forces)
Q3814	Combatant (Italy)
Q3815	Combatant (Jordan)
Q3816	Combatant (Kosovo Liberation Army)
Q3817	Combatant (Kurdistan Workers' Party)
Q3818	Combatant (Lebanon)
Q3819	Combatant (Liberia)
Q3820	Combatant (Libya)
Q3821	Combatant (Libération)
Q3822	Combatant (Lord's Resistance Army)
Q3823	Combatant (Maï Maï)
Q3824	Combatant (Morocco)
Q3825	Combatant (Mozambique)
Q3826	Combatant (Myanmar)
Q3827	Combatant (New People's Army)
Q3828	Combatant (New Zealand)
Q3829	Combatant (Niger)
Q3830	Combatant (Nigeria)
Q3831	Combatant (North Atlantic Treaty Organization)
Q3832	Combatant (Oromo Liberation Front)
Q3833	Combatant (Pakistan)
Q3834	Combatant (Palestinian Territory, Occupied)
Q3835	Combatant (Papua New Guinea)
Q3836	Combatant (People's Protection Units)
Q3837	Combatant (Peru)
Q3838	Combatant (Philippines)
Q3839	Combatant (Poland)
Q3840	Combatant (Qatar)
Q3841	Combatant (RENAMO)
Q3842	Combatant (Revolutionary Armed Forces of Colombia)
Q3843	Combatant (Revolutionary United Front)
Q3844	Combatant (Russia)
Q3845	Combatant (Saudi Arabia)
Q3846	Combatant (Senegal)
Q3847	Combatant (Somalia)
Q3848	Combatant (South Korea)
Q3849	Combatant (Spain)
Q3850	Combatant (Sudan)
Q3851	Combatant (Syria)
Q3852	Combatant (Syrian Kurds)
Q3853	Combatant (Taiwan)
Q3854	Combatant (Taliban)
Q3855	Combatant (Tigray-Tigrinya)
Q3856	Combatant (Tigrayan People's Liberation Front)
Q3857	Combatant (Tunisia)
Q3858	Combatant (Turkey)
Q3859	Combatant (Turkish Kurds)
Q3860	Combatant (Uganda)
Q3861	Combatant (Ukraine)
Q3862	Combatant (United Kingdom)
Q3863	Combatant (United States)
Q3864	Combatant (Venezuela)
Q3865	Combatant (Vietnam)
Q3866	Combatant (Yemen)
Q3867	Combatant (Zimbabwe)
Q3868	Comelec
Q3869	Commander in Chief of the Navy (Chile)
Q3870	Commando (Afghanistan)
Q3871	Commando (Brazil)
Q3872	Commando (Colombia)
Q3873	Commando (France)
Q3874	Commando (Germany)
Q3875	Commando (Guatemala)
Q3876	Commando (Haiti)
Q3877	Commando (India)
Q3878	Commando (Iraq)
Q3879	Commando (Israel)
Q3880	Commando (Mexico)
Q3881	Commando (Peru)
Q3882	Commando (Philippines)
Q3883	Commando (Russia)
Q3884	Commando (Somalia)
Q3885	Commando (Turkey)
Q3886	Commercial Bank of Qatar
Q3887	Commercial Crimes Court
Q3888	Committee for State Security
Q3889	Committee of State (Nigeria)
Q3890	Committee to Protect Journalists
Q3891	Commonwealth of Independent States
Q3892	Communist Party (Australia)
Q3893	Communist Party (Canada)
Q3894	Communist Party (Chile)
Q3895	Communist Party (China)
Q3896	Communist Party (Colombia)
Q3897	Communist Party (Cuba)
Q3898	Communist Party (Czech Republic)
Q3899	Communist Party (Finland)
Q3900	Communist Party (France)
Q3901	Communist Party (Germany)
Q3902	Communist Party (Greece)
Q3903	Communist Party (Hong Kong)
Q3904	Communist Party (India)
Q3905	Communist Party (Iraq)
Q3906	Communist Party (Israel)
Q3907	Communist Party (Japan)
Q3908	Communist Party (Lebanon)
Q3909	Communist Party (Lithuania)
Q3910	Communist Party (Nepal)
Q3911	Communist Party (Palestinian Territory, Occupied)
Q3912	Communist Party (Portugal)
Q3913	Communist Party (Russia)
Q3914	Communist Party (Slovakia)
Q3915	Communist Party (Sudan)
Q3916	Communist Party (Sweden)
Q3917	Communist Party (Switzerland)
Q3918	Communist Party (Syria)
Q3919	Communist Party (Tajikistan)
Q3920	Communist Party (Vietnam)
Q3921	Communist Party Japan
Q3922	Communist Party of Argentina (Extraordinary Congress)
Q3923	Communist Party of Bohemia and Moravia
Q3924	Communist Party of Cuba
Q3925	Communist Party of India
Q3926	Communist Party of India (Maoist)
Q3927	Communist Party of India (Marxist)
Q3928	Communist Party of Nepal
Q3929	Communist Party of Spain
Q3930	Communist Party of the Republic of Moldova
Q3931	Communist Party of the Russian Federation
Q3932	Communist Rebel (Nepal)
Q3933	Communist Rebel (Philippines)
Q3934	Community of Portuguese Language Countries
Q3935	Community of Sahel-Saharan States
Q3936	Community of the People
Q3937	Comoros
Q3938	Compal Electronics Inc
Q3939	Company - Owner or Operator (Afghanistan)
Q3940	Company - Owner or Operator (Algeria)
Q3941	Company - Owner or Operator (Angola)
Q3942	Company - Owner or Operator (Argentina)
Q3943	Company - Owner or Operator (Armenia)
Q3944	Company - Owner or Operator (Australia)
Q3945	Company - Owner or Operator (Azerbaijan)
Q3946	Company - Owner or Operator (Bahrain)
Q3947	Company - Owner or Operator (Bangladesh)
Q3948	Company - Owner or Operator (Belarus)
Q3949	Company - Owner or Operator (Belgium)
Q3950	Company - Owner or Operator (Belize)
Q3951	Company - Owner or Operator (Benin)
Q3952	Company - Owner or Operator (Brazil)
Q3953	Company - Owner or Operator (Cambodia)
Q3954	Company - Owner or Operator (Cameroon)
Q3955	Company - Owner or Operator (Canada)
Q3956	Company - Owner or Operator (China)
Q3957	Company - Owner or Operator (Colombia)
Q3958	Company - Owner or Operator (Cote d'Ivoire)
Q3959	Company - Owner or Operator (Croatia)
Q3960	Company - Owner or Operator (Cyprus)
Q3961	Company - Owner or Operator (Czech Republic)
Q3962	Company - Owner or Operator (Democratic Republic of Congo)
Q3963	Company - Owner or Operator (Denmark)
Q3964	Company - Owner or Operator (Egypt)
Q3965	Company - Owner or Operator (Estonia)
Q3966	Company - Owner or Operator (France)
Q3967	Company - Owner or Operator (Gabon)
Q3968	Company - Owner or Operator (Georgia)
Q3969	Company - Owner or Operator (Germany)
Q3970	Company - Owner or Operator (Ghana)
Q3971	Company - Owner or Operator (Greece)
Q3972	Company - Owner or Operator (Guyana)
Q3973	Company - Owner or Operator (Hong Kong)
Q3974	Company - Owner or Operator (India)
Q3975	Company - Owner or Operator (Indonesia)
Q3976	Company - Owner or Operator (International)
Q3977	Company - Owner or Operator (Iran)
Q3978	Company - Owner or Operator (Israel)
Q3979	Company - Owner or Operator (Italy)
Q3980	Company - Owner or Operator (Japan)
Q3981	Company - Owner or Operator (Jordan)
Q3982	Company - Owner or Operator (Kazakhstan)
Q3983	Company - Owner or Operator (Kenya)
Q3984	Company - Owner or Operator (Latvia)
Q3985	Company - Owner or Operator (Lebanon)
Q3986	Company - Owner or Operator (Liberia)
Q3987	Company - Owner or Operator (Luxembourg)
Q3988	Company - Owner or Operator (Malawi)
Q3989	Company - Owner or Operator (Malaysia)
Q3990	Company - Owner or Operator (Mexico)
Q3991	Company - Owner or Operator (Moldova)
Q3992	Company - Owner or Operator (Morocco)
Q3993	Company - Owner or Operator (Mozambique)
Q3994	Company - Owner or Operator (Myanmar)
Q3995	Company - Owner or Operator (Namibia)
Q3996	Company - Owner or Operator (Nepal)
Q3997	Company - Owner or Operator (Netherlands)
Q3998	Company - Owner or Operator (New Zealand)
Q3999	Company - Owner or Operator (Nigeria)
Q4000	Company - Owner or Operator (North America)
Q4001	Company - Owner or Operator (North Korea)
Q4002	Company - Owner or Operator (Norway)
Q4003	Company - Owner or Operator (Oman)
Q4004	Company - Owner or Operator (Pakistan)
Q4005	Company - Owner or Operator (Palestinian Territory, Occupied)
Q4006	Company - Owner or Operator (Peru)
Q4007	Company - Owner or Operator (Philippines)
Q4008	Company - Owner or Operator (Poland)
Q4009	Company - Owner or Operator (Qatar)
Q4010	Company - Owner or Operator (Russia)
Q4011	Company - Owner or Operator (Rwanda)
Q4012	Company - Owner or Operator (Sao Tome and Principe)
Q4013	Company - Owner or Operator (Saudi Arabia)
Q4014	Company - Owner or Operator (Senegal)
Q4015	Company - Owner or Operator (Serbia)
Q4016	Company - Owner or Operator (Singapore)
Q4017	Company - Owner or Operator (Slovakia)
Q4018	Company - Owner or Operator (Somalia)
Q4019	Company - Owner or Operator (South Africa)
Q4020	Company - Owner or Operator (South Korea)
Q4021	Company - Owner or Operator (South Sudan)
Q4022	Company - Owner or Operator (Southeast Asia)
Q4023	Company - Owner or Operator (Spain)
Q4024	Company - Owner or Operator (Sri Lanka)
Q4025	Company - Owner or Operator (Sudan)
Q4026	Company - Owner or Operator (Suriname)
Q4027	Company - Owner or Operator (Sweden)
Q4028	Company - Owner or Operator (Syria)
Q4029	Company - Owner or Operator (Taiwan)
Q4030	Company - Owner or Operator (Tanzania)
Q4031	Company - Owner or Operator (Thailand)
Q4032	Company - Owner or Operator (Togo)
Q4033	Company - Owner or Operator (Tunisia)
Q4034	Company - Owner or Operator (Turkey)
Q4035	Company - Owner or Operator (Turkmenistan)
Q4036	Company - Owner or Operator (Ukraine)
Q4037	Company - Owner or Operator (United Arab Emirates)
Q4038	Company - Owner or Operator (United Kingdom)
Q4039	Company - Owner or Operator (United States)
Q4040	Company - Owner or Operator (Uzbekistan)
Q4041	Company - Owner or Operator (Venezuela)
Q4042	Company - Owner or Operator (Vietnam)
Q4043	Company - Owner or Operator (Yemen)
Q4044	Company - Owner or Operator (Zambia)
Q4045	Company - Owner or Operator (Zimbabwe)
Q4046	Concord Times
Q4047	Condoleezza Rice
Q4048	Confederación General de Trabajadores del Perú
Q4049	Confederation of Indigenous Nationalities of the Ecuadorian Amazon
Q4050	Confindustria
Q4051	Congo
Q4052	Congolese Movement for Democracy and Integral Development
Q4053	Congolese National Police
Q4054	Congolese Party of Labour
Q4055	Congolese Trade Union Confederation
Q4056	Congress (Afghanistan)
Q4057	Congress (Africa)
Q4058	Congress (Algeria)
Q4059	Congress (Angola)
Q4060	Congress (Argentina)
Q4061	Congress (Bangladesh)
Q4062	Congress (Brazil)
Q4063	Congress (Canada)
Q4064	Congress (Chile)
Q4065	Congress (China)
Q4066	Congress (Colombia)
Q4067	Congress (Costa Rica)
Q4068	Congress (Cuba)
Q4069	Congress (Dominican Republic)
Q4070	Congress (Ecuador)
Q4071	Congress (El Salvador)
Q4072	Congress (Ethiopia)
Q4073	Congress (Gambia)
Q4074	Congress (Georgia)
Q4075	Congress (Germany)
Q4076	Congress (Guatemala)
Q4077	Congress (Honduras)
Q4078	Congress (Hong Kong)
Q4079	Congress (Hungary)
Q4080	Congress (India)
Q4081	Congress (Indian Administered Kashmir)
Q4082	Congress (Iran)
Q4083	Congress (Israel)
Q4084	Congress (Italy)
Q4085	Congress (Japan)
Q4086	Congress (Laos)
Q4087	Congress (Latin America)
Q4088	Congress (Lesotho)
Q4089	Congress (Malaysia)
Q4090	Congress (Mexico)
Q4091	Congress (Myanmar)
Q4092	Congress (Nepal)
Q4093	Congress (Nicaragua)
Q4094	Congress (Nigeria)
Q4095	Congress (North America)
Q4096	Congress (Pakistan)
Q4097	Congress (Paraguay)
Q4098	Congress (Peru)
Q4099	Congress (Philippines)
Q4100	Congress (Puerto Rico)
Q4101	Congress (Romania)
Q4102	Congress (Russia)
Q4103	Congress (Saudi Arabia)
Q4104	Congress (Senegal)
Q4105	Congress (Spain)
Q4106	Congress (Syria)
Q4107	Congress (Taiwan)
Q4108	Congress (Tunisia)
Q4109	Congress (Ukraine)
Q4110	Congress (United Arab Emirates)
Q4111	Congress (United Kingdom)
Q4112	Congress (United States)
Q4113	Congress (Venezuela)
Q4114	Congress (Vietnam)
Q4115	Congress (Yemen)
Q4116	Congress Parliamentary Party
Q4117	Congress Party
Q4118	Congress Party Nepal
Q4119	Congress for Democracy and Progress
Q4120	Congress for Democratic Change
Q4121	Congress for Progressive Change
Q4122	Congress of Deputies
Q4123	Congress of South African Trade Unions
Q4124	Congress of the People
Q4125	Congress of the Republic of Guatemala
Q4126	Congress of the Republic of Peru
Q4127	Congressional Party of Angola
Q4128	Conservation International
Q4129	Conservative Party
Q4130	Conservative Party (Armenia)
Q4131	Conservative Party (Belize)
Q4132	Conservative Party (Canada)
Q4133	Conservative Party (Iran)
Q4134	Conservative Party (Lithuania)
Q4135	Conservative Party (Netherlands)
Q4136	Conservative Party (South Korea)
Q4137	Conservative Party (United Kingdom)
Q4138	Conservative Party of Canada
Q4139	Constable Iqbal
Q4140	Constantine Chiwenga
Q4141	Constituent Assembly (Peru)
Q4142	Constituent Assembly (Philippines)
Q4143	Constitution Committee
Q4144	Constitution Party
Q4145	Constitutional Court (Algeria)
Q4146	Constitutional Court (Angola)
Q4147	Constitutional Court (Armenia)
Q4148	Constitutional Court (Belarus)
Q4149	Constitutional Court (Benin)
Q4150	Constitutional Court (Bolivia)
Q4151	Constitutional Court (Bosnia and Herzegovina)
Q4152	Constitutional Court (Bulgaria)
Q4153	Constitutional Court (Burkina Faso)
Q4154	Constitutional Court (Cape Verde)
Q4155	Constitutional Court (Central African Republic)
Q4156	Constitutional Court (Chile)
Q4157	Constitutional Court (Colombia)
Q4158	Constitutional Court (Congo)
Q4159	Constitutional Court (Cote d'Ivoire)
Q4160	Constitutional Court (Croatia)
Q4161	Constitutional Court (Cuba)
Q4162	Constitutional Court (Czech Republic)
Q4163	Constitutional Court (Democratic Republic of Congo)
Q4164	Constitutional Court (Djibouti)
Q4165	Constitutional Court (Ecuador)
Q4166	Constitutional Court (France)
Q4167	Constitutional Court (Germany)
Q4168	Constitutional Court (Guatemala)
Q4169	Constitutional Court (India)
Q4170	Constitutional Court (Iran)
Q4171	Constitutional Court (Iraq)
Q4172	Constitutional Court (Italy)
Q4173	Constitutional Court (Japan)
Q4174	Constitutional Court (Kazakhstan)
Q4175	Constitutional Court (Kenya)
Q4176	Constitutional Court (Kosovo)
Q4177	Constitutional Court (Latvia)
Q4178	Constitutional Court (Lebanon)
Q4179	Constitutional Court (Lithuania)
Q4180	Constitutional Court (Malawi)
Q4181	Constitutional Court (Mali)
Q4182	Constitutional Court (Moldova)
Q4183	Constitutional Court (Mongolia)
Q4184	Constitutional Court (Niger)
Q4185	Constitutional Court (Peru)
Q4186	Constitutional Court (Philippines)
Q4187	Constitutional Court (Poland)
Q4188	Constitutional Court (Portugal)
Q4189	Constitutional Court (Romania)
Q4190	Constitutional Court (Russia)
Q4191	Constitutional Court (Senegal)
Q4192	Constitutional Court (Serbia)
Q4193	Constitutional Court (Slovakia)
Q4194	Constitutional Court (South Africa)
Q4195	Constitutional Court (South Korea)
Q4196	Constitutional Court (Spain)
Q4197	Constitutional Court (Sudan)
Q4198	Constitutional Court (Syria)
Q4199	Constitutional Court (Thailand)
Q4200	Constitutional Court (Tunisia)
Q4201	Constitutional Court (Turkey)
Q4202	Constitutional Court (Ukraine)
Q4203	Constitutional Court (United Arab Emirates)
Q4204	Constitutional Court (Zambia)
Q4205	Constitutional Court (Zimbabwe)
Q4206	Constitutional Court of Chile
Q4207	Constitutional Court of Moldova
Q4208	Constitutional Court of Niger
Q4209	Constitutional Court of South Africa
Q4210	Constitutional Court of Ukraine
Q4211	Constitutional Court of the Republic of Armenia
Q4212	Constitutional Democratic Party (Japan)
Q4213	Constitutionalist Liberal Party
Q4214	Construcciones y Auxiliar de Ferrocarriles
Q4215	Consultative Assembly (Congo)
Q4216	Consultative Assembly (Indonesia)
Q4217	Consultative Assembly (Iran)
Q4218	Consultative Assembly (Russia)
Q4219	Container Ship (Egypt)
Q4220	Container Ship (Iran)
Q4221	Container Ship (Israel)
Q4222	Container Ship (Liberia)
Q4223	Container Ship (Netherlands)
